model,parameters,subset,hessian,prior precision,bayes loss,gibbs loss,bayes loss train,gibbs loss train,neg log marginal laplace,neg log marginal,normalized KL,last layer params,inverse rate,s value,variance
ConvNN-470k,470351.0,last_layer,kron,10.0,1.936199,2.311262,0.02810013,0.0324269,0.055140009765625,21.20246440116167,21.1700375,2360,2.312019004623474,21.17073722495566,19.969240188598633
ConvNN-508k,508683.0,last_layer,kron,10.0,1.9178865,2.318622,0.027458977,0.032202292,0.052362333984375,19.844702292233706,19.8125,2440,2.318568628430315,19.813172573662634,20.11800765991211
ConvNN-548k,548878.0,last_layer,kron,10.0,1.8656038,2.2763717,0.026684403,0.03132778,0.0503912353515625,18.654082780336143,18.622755,2530,2.2752232084881325,18.62340377828673,19.297454833984375
ConvNN-579k,579129.0,last_layer,kron,10.0,1.7746447,2.1883743,0.027490847,0.032617718,0.0507551513671875,18.91142771798134,18.87881,2610,2.1881935959862506,18.879463899489153,18.690589904785156
ConvNN-621k,621574.0,last_layer,kron,10.0,1.7108948,2.1256537,0.027583478,0.032851834,0.050081259765625,18.303215583850147,18.27036375,2690,2.126173953110862,18.271005480320767,17.379392623901367
ConvNN-654k,654141.0,last_layer,kron,10.0,1.8073673,2.2334116,0.02743213,0.03261092,0.049819189453125,18.345788419326546,18.3131775,2780,2.234194288780319,18.31382008661289,19.152069091796875
ConvNN-699k,699207.0,last_layer,kron,10.0,1.7799271,2.241364,0.028461827,0.034279935,0.0497866357421875,18.29028493506193,18.256005,2860,2.240591980419643,18.25664644314002,18.24294662475586
ConvNN-746k,746196.0,last_layer,kron,10.0,1.6717683,2.0845788,0.027464753,0.032648843,0.048183916015625,17.16667634278178,17.1340275,2950,2.084693911639134,17.13464650314122,16.716432571411133
ConvNN-781k,781406.0,last_layer,kron,10.0,1.6374588,2.0586436,0.027715415,0.03318378,0.048844609375,17.51286127956748,17.4796775,3030,2.0604191589725973,17.480303416279487,16.39923095703125
ConvNN-830k,830585.0,last_layer,kron,10.0,1.6802973,2.1276002,0.028754497,0.03460438,0.0502885205078125,18.230938131769896,18.19633375,3110,2.130141593041026,18.196973999691153,16.898889541625977
ConvNN-868k,868171.0,last_layer,kron,10.0,1.6023495,2.0206368,0.028177943,0.03382256,0.048808984375,17.504273808820248,17.47045125,3200,2.0198177308680267,17.471076981750794,16.136289596557617
ConvNN-919k,919971.0,last_layer,kron,10.0,1.6088135,2.025232,0.027219452,0.03235544,0.04629224609375,16.201934188917875,16.16957875,3280,2.0260850048880847,16.170178463780434,15.87038516998291
ConvNN-973k,973754.0,last_layer,kron,10.0,1.5791591,2.0034287,0.028731035,0.03465998,0.049378583984375,17.584327481727602,17.5496675,3370,2.0049598069113452,17.550294816107485,15.544374465942383
ConvNN-1013k,1013923.0,last_layer,kron,10.0,1.5470531,1.9793874,0.028217204,0.034023818,0.04747052734375,16.87257756762862,16.83855375,3450,1.9800214351149763,16.839166843548032,15.231363296508789
ConvNN-1069k,1069836.0,last_layer,kron,10.0,1.5378447,1.9470904,0.027770946,0.03311779,0.0471575927734375,16.49583028977513,16.4627125,3530,1.947826669555573,16.463318076572687,14.694971084594727
ConvNN-1112k,1112441.0,last_layer,kron,10.0,1.4848199,1.9132665,0.028613063,0.034473777,0.0473382421875,16.657081276817323,16.6226075,3620,1.914002834209235,16.62321627453665,13.981454849243164
ConvNN-1170k,1170975.0,last_layer,kron,10.0,1.4819831,1.8946652,0.02821376,0.033904493,0.0471556884765625,16.572979492855072,16.539075,3700,1.8953495019657778,16.539682103853238,14.543312072753906
ConvNN-1231k,1231552.0,last_layer,kron,10.0,1.4983057,1.9495165,0.02905642,0.035411473,0.0475943701171875,17.128523973363638,17.0931125,3790,1.9499490039825111,17.093730684824855,15.016618728637695
ConvNN-1276k,1276680.0,last_layer,kron,10.0,1.4991378,1.9636654,0.029515365,0.036202464,0.0475850537109375,16.93527621425271,16.89907375,3870,1.964185430326947,16.899688053972238,15.106337547302246
ConvNN-1339k,1339327.0,last_layer,kron,10.0,1.4816756,1.921132,0.029208679,0.035699353,0.0473990478515625,16.97139435262203,16.935695,3950,1.9223721536634706,16.93631003641189,14.970947265625
ConvNN-1386k,1386951.0,last_layer,kron,10.0,1.4543825,1.8817365,0.028627833,0.034686476,0.0466322607421875,16.577596475992202,16.54291,4040,1.88207901088544,16.54351718055477,14.294573783874512
ConvNN-1452k,1452219.0,last_layer,kron,10.0,1.4327854,1.8304046,0.027601901,0.03296086,0.0458983154296875,16.19963835819602,16.1666775,4120,1.8319560940593327,16.167277155754274,13.759902000427246
