model        ,parameters ,subset     ,hessian ,prior precision    ,bayes loss ,gibbs loss ,bayes loss train ,gibbs loss train ,neg log marginal laplace ,neg log marginal   ,normalized KL      ,last layer params ,inverse rate        ,s value              ,variance
ConvNN-381k  ,  381800.0 ,last_layer ,kron    ,0.0099999997764825 , 1.8487192 , 2.2801251 ,     0.034167618 ,     0.042319696 ,        0.1683174609375  ,0.1945115225684642 ,0.152191826171875  ,             2110 ,0.30921901780463634 ,0.1524711858067504   ,0.15530560910701752
ConvNN-407k  ,  407092.0 ,last_layer ,kron    ,0.0099999997764825 , 1.8276066 , 2.2435782 ,     0.03552445  ,     0.043575425 ,        0.17708392578125 ,0.2044477293884754 ,0.1608723046875    ,             2190 ,0.31731715733201327 ,0.16115183793541799  ,0.15567488968372345
ConvNN-442k  ,  442803.0 ,last_layer ,kron    ,0.0099999997764825 , 1.8867469 , 2.3881598 ,     0.036781147 ,     0.047124535 ,        0.18043478515625 ,0.2118169567203521 ,0.164692421875     ,             2270 ,0.32298986995892265 ,0.16497203152678983  ,0.15722058713436127
ConvNN-470k  ,  470351.0 ,last_layer ,kron    ,0.0099999997764825 , 1.8370398 , 2.3509471 ,     0.03735321  ,     0.04836039  ,        0.18578037109375 ,0.218413064507246  ,0.17005267578125   ,             2360 ,0.3258599406877143  ,0.1703323926402621   ,0.15500183403491974
ConvNN-508k  ,  508683.0 ,last_layer ,kron    ,0.0099999997764825 , 1.8076977 , 2.365008  ,     0.03821588  ,     0.05091412  ,        0.18721130859375 ,0.2217181433665752 ,0.1708040234375    ,             2440 ,0.3262302419712293  ,0.17108375532376577  ,0.15514245629310608
ConvNN-548k  ,  548878.0 ,last_layer ,kron    ,0.0099999997764825 , 1.7371435 , 2.3323798 ,     0.039269667 ,     0.053651106 ,        0.18864884765625 ,0.2239907345187664 ,0.17033962890625   ,             2530 ,0.32520312616047997 ,0.17061935150443938  ,0.15438087284564972
ConvNN-579k  ,  579129.0 ,last_layer ,kron    ,0.0099999997764825 , 1.648459  , 2.2507384 ,     0.04129076  ,     0.057893943 ,        0.19338814453125 ,0.232490974291563  ,0.17459703125      ,             2610 ,0.32688235731183846 ,0.17487683899793924  ,0.15119552612304688
ConvNN-621k  ,  621574.0 ,last_layer ,kron    ,0.0099999997764825 , 1.5808023 , 2.1952028 ,     0.042645    ,     0.06094293  ,        0.19668400390625 ,0.2374745893943309 ,0.17653166015625   ,             2690 ,0.3280112886955042  ,0.17681150659754125  ,0.15136918425559998
ConvNN-654k  ,  654141.0 ,last_layer ,kron    ,0.0099999997764825 , 1.6563338 , 2.3094754 ,     0.044059593 ,     0.06411169  ,        0.199561015625   ,0.2425308278679847 ,0.178419140625     ,             2780 ,0.3316892254107868  ,0.17869902481665562  ,0.15313361585140228
ConvNN-699k  ,  699207.0 ,last_layer ,kron    ,0.0099999997764825 , 1.6212124 , 2.3248982 ,     0.046678178 ,     0.06916404  ,        0.2044589453125  ,0.2519197603607178 ,0.18275572265625   ,             2860 ,0.33656915696053447 ,0.1830356935812809   ,0.15353114902973175
ConvNN-746k  ,  746196.0 ,last_layer ,kron    ,0.0099999997764825 , 1.5158696 , 2.1718392 ,     0.046906337 ,     0.06958812  ,        0.2059363671875  ,0.251562863395214  ,0.18197474609375   ,             2950 ,0.33239643611677305 ,0.18225470139893726  ,0.15110214054584503
ConvNN-781k  ,  781406.0 ,last_layer ,kron    ,0.0099999997764825 , 1.481715  , 2.1512032 ,     0.047510356 ,     0.07119403  ,        0.21139365234375 ,0.2582035811257362 ,0.18700955078125   ,             3030 ,0.33565794756268463 ,0.18728960678454498  ,0.14918553829193115
ConvNN-830k  ,  830585.0 ,last_layer ,kron    ,0.0099999997764825 , 1.517496  , 2.2204535 ,     0.048762552 ,     0.07297554  ,        0.21794068359375 ,0.2663394644522667 ,0.19336392578125   ,             3110 ,0.3427251214263667  ,0.19364410887458677  ,0.15139071643352509
ConvNN-868k  ,  868171.0 ,last_layer ,kron    ,0.0099999997764825 , 1.4352542 , 2.1211846 ,     0.04994037  ,     0.07587522  ,        0.2184882421875  ,0.2680207890892029 ,0.19214556640625   ,             3200 ,0.33910531343312234 ,0.19242572513191192  ,0.14796565473079681
ConvNN-919k  ,  919971.0 ,last_layer ,kron    ,0.0099999997764825 , 1.4225934 , 2.1412108 ,     0.052254397 ,     0.08114883  ,        0.21770751953125 ,0.2705177978801727 ,0.18936896484375   ,             3280 ,0.3369312112492584  ,0.18964906803627002  ,0.14885611832141876
ConvNN-973k  ,  973754.0 ,last_layer ,kron    ,0.0099999997764825 , 1.405946  , 2.1137288 ,     0.05265695  ,     0.08218907  ,        0.22777005859375 ,0.281773326010704  ,0.1995842578125    ,             3370 ,0.3460121547671944  ,0.19986456531496558  ,0.14941640198230743
ConvNN-1013k , 1013923.0 ,last_layer ,kron    ,0.0099999997764825 , 1.3598163 , 2.1028123 ,     0.054902166 ,     0.087363996 ,        0.22800048828125 ,0.2860047768616676 ,0.19864078125      ,             3450 ,0.34406323953971385 ,0.19892106988255695  ,0.14871864020824432
ConvNN-1069k , 1069836.0 ,last_layer ,kron    ,0.0099999997764825 , 1.3425292 , 2.0806892 ,     0.056031384 ,     0.09055323  ,        0.22915712890625 ,0.2883832901310921 ,0.19783005859375   ,             3530 ,0.34302613739793775 ,0.19811033101152953  ,0.1474796086549759
ConvNN-1112k , 1112441.0 ,last_layer ,kron    ,0.0099999997764825 , 1.2958374 , 2.0538764 ,     0.058392975 ,     0.095261455 ,        0.235651640625   ,0.2993691108322143 ,0.20410765625      ,             3620 ,0.34840486024178796 ,0.20438805422224374  ,0.14743614196777344
ConvNN-1170k , 1170975.0 ,last_layer ,kron    ,0.0099999997764825 , 1.2851477 , 2.0392895 ,     0.058938403 ,     0.097618416 ,        0.2378751953125  ,0.3027826737642288 ,0.2051642578125    ,             3700 ,0.34704266163836706 ,0.20544467691719764  ,0.14549687504768372
ConvNN-1231k , 1231552.0 ,last_layer ,kron    ,0.0099999997764825 , 1.2989919 , 2.1058967 ,     0.06178334  ,     0.104209684 ,        0.2436789453125  ,0.3153452697730065 ,0.2111355859375    ,             3790 ,0.3532420216899761  ,0.21141612447114871  ,0.1463577151298523
ConvNN-1276k , 1276680.0 ,last_layer ,kron    ,0.0099999997764825 , 1.297492  , 2.12968   ,     0.06374411  ,     0.1089652   ,        0.2481684765625  ,0.323604714884758  ,0.21463951171875   ,             3870 ,0.357353248926193   ,0.21492012033231594  ,0.14672203361988068
ConvNN-1339k , 1339327.0 ,last_layer ,kron    ,0.0099999997764825 , 1.2720504 , 2.08796   ,     0.06438938  ,     0.11138363  ,        0.2497430859375  ,0.326484862294197  ,0.21510123046875   ,             3950 ,0.35511104941507954 ,0.21538184831687562  ,0.14507834613323212
ConvNN-1386k , 1386951.0 ,last_layer ,kron    ,0.0099999997764825 , 1.2440314 , 2.0558503 ,     0.06513643  ,     0.11263527  ,        0.25194728515625 ,0.3284960119485855 ,0.2158607421875    ,             4040 ,0.35482478572519915 ,0.2161413752261638   ,0.14462323486804962
ConvNN-1452k , 1452219.0 ,last_layer ,kron    ,0.0099999997764825 , 1.2190937 , 2.0041232 ,     0.06425274  ,     0.110070765 ,        0.2524069140625  ,0.3248005111122131 ,0.21472974609375   ,             4120 ,0.35322453799670694 ,0.21501035651203954  ,0.14428086578845978
