model,parameters,subset,hessian,prior precision,bayes loss,gibbs loss,bayes loss train,gibbs loss train,neg log marginal laplace,neg log marginal,normalized KL,last layer params,inverse rate,s value,variance
ConvNN-746k,746196.0,last_layer,kron,1.0,1.550184,2.1480987,0.041557577,0.05800286,0.087911826171875,1.5782475468540191,1.5202446875,2950,2.148150194782749,1.5205514087393341,17.445775985717773
ConvNN-781k,781406.0,last_layer,kron,1.0,1.5151584,2.126265,0.042128954,0.059422776,0.0900755859375,1.6090449636030195,1.5496221875,3030,2.1284777917843347,1.5499294963010852,17.172225952148438
ConvNN-830k,830585.0,last_layer,kron,1.0,1.5519197,2.1961284,0.043496594,0.061518278,0.09313154296875,1.6787971842229366,1.61727890625,3110,2.1993324370043545,1.6175875682125236,17.693082809448242
ConvNN-868k,868171.0,last_layer,kron,1.0,1.4733236,2.09247,0.043711755,0.06214025,0.09119041015625,1.5949822799658775,1.53284203125,3200,2.091111402840173,1.5331490044412481,16.939334869384766
ConvNN-919k,919971.0,last_layer,kron,1.0,1.4676156,2.105363,0.044441216,0.06366133,0.087870673828125,1.4537814856982232,1.39012015625,3280,2.106711559559487,1.3904242749466582,16.768077850341797
ConvNN-973k,973754.0,last_layer,kron,1.0,1.4464241,2.08137,0.04557887,0.066027164,0.093772802734375,1.5925627894592285,1.526535625,3370,2.0838927395320446,1.5268424720606004,16.43009376525879
ConvNN-1013k,1013923.0,last_layer,kron,1.0,1.4042441,2.0645025,0.046616096,0.06830822,0.0913153125,1.5128930630636217,1.44458484375,3450,2.0651171478745347,1.4448900517621945,16.192293167114258
ConvNN-1069k,1069836.0,last_layer,kron,1.0,1.3925399,2.035378,0.046439007,0.06795872,0.090441455078125,1.4649301262784005,1.39697140625,3530,2.0367981615366615,1.3972756619743987,15.667742729187012
ConvNN-1112k,1112441.0,last_layer,kron,1.0,1.3408469,2.0086617,0.048790365,0.072559476,0.09260400390625,1.4795169758987428,1.4069575,3620,2.010067253130595,1.4072619554502683,15.016433715820312
ConvNN-1170k,1170975.0,last_layer,kron,1.0,1.3347952,1.9899937,0.048533324,0.07253248,0.092451220703125,1.46274966994524,1.3902171875,3700,1.9901852338548927,1.390521308137322,15.582490921020508
ConvNN-1231k,1231552.0,last_layer,kron,1.0,1.3475912,2.0539558,0.050958887,0.07774617,0.094418857421875,1.5177956990289687,1.44004953125,3790,2.053989380999989,1.4403546485541303,16.16383934020996
ConvNN-1276k,1276680.0,last_layer,kron,1.0,1.346128,2.074669,0.052372158,0.080804825,0.095543544921875,1.4943584185791017,1.41355359375,3870,2.0756977936568224,1.4138581811247817,16.30076026916504
ConvNN-1339k,1339327.0,last_layer,kron,1.0,1.3248746,2.0298686,0.05220618,0.08072144,0.094953994140625,1.4892334691810607,1.40851203125,3950,2.0321114827153264,1.408816517791515,16.171630859375
ConvNN-1386k,1386951.0,last_layer,kron,1.0,1.2983195,1.9934211,0.052069984,0.08003907,0.09425869140625,1.4390493815565109,1.3590103125,4040,1.9930093102001338,1.3593138089873391,15.483322143554688
ConvNN-1452k,1452219.0,last_layer,kron,1.0,1.2763805,1.9386688,0.050434485,0.07617846,0.09280001953125,1.3873554925632476,1.31117703125,4120,1.9410121017513204,1.3114795710525804,14.914291381835938
